AddressCountry,AddressCountrySubd,AddressLine1,AddressLine2,AddressLocality,AddressMatchCode,AddressOneLine,AddressPostal1,AddressPostal2,AddressPostal3,BuildingRoomsBathstotal,BuildingRoomsBeds,BuildingSizeUniversalsize,IdentifierApn,IdentifierAttomId,IdentifierFips,IdentifierObPropId,LocationAccuracy,LocationDistance,LocationElevation,LocationGeoid,LocationLatitude,LocationLongitude,LotLotSize1,SummaryPropIndicator,SummaryPropLandUse,SummaryPropclass,SummaryProptype,SummaryPearbuilt,VintageLastModified,VintagePubDate
US,TX,10817 OLD LOCKHART RD,"AUSTIN, TX 78747",Austin,ExaStr,"10817 OLD LOCKHART RD, AUSTIN, TX 78747",78747,2070,R005,1.0,0,1444,464394,145426189,48453,14542618948453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, ZI78747",30.121306,-97.751986,1.0,10,SFR,Single Family Residence / Townhouse,SFR,1965,2019-1-10,2019-1-24
US,TX,10205 LAVA LN,"AUSTIN, TX 78747",Austin,ExaStr,"10205 LAVA LN, AUSTIN, TX 78747",78747,2012,R005,0.0,0,1216,299909,166353607,48453,16635360748453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.121468,-97.734045,0.86,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1984,2019-1-10,2019-1-24
US,TX,10205 LAVA LN,"AUSTIN, TX 78747",Austin,ExaStr,"10205 LAVA LN, AUSTIN, TX 78747",78747,2012,R005,0.0,0,0,299903,241906229,48453,24190622948453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.121468,-97.734045,3.98,70,FARMS,Agricultural,FARMS,1955,2019-1-10,2019-1-24
US,TX,10202 LAVA LN,"AUSTIN, TX 78747",Austin,ExaStr,"10202 LAVA LN, AUSTIN, TX 78747",78747,2011,R005,1.0,0,816,299908,166353606,48453,16635360648453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.121558,-97.734350,2.603,10,SFR,Single Family Residence / Townhouse,SFR,1984,2019-1-10,2019-1-24
US,TX,10202 LAVA LN B,"AUSTIN, TX 78747",Austin,ExaStr,"10202 LAVA LN B, AUSTIN, TX 78747",78747,,,0.0,0,0,299904,216239372,48453,21623937248453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.121558,-97.734350,5.766,70,FARMS,Agricultural,FARMS,1955,2019-1-10,2019-1-24
US,TX,10827 OLD LOCKHART RD,"AUSTIN, TX 78747",Austin,ExaStr,"10827 OLD LOCKHART RD, AUSTIN, TX 78747",78747,2070,R005,0.0,0,0,722159,219265787,48453,21926578748453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.121580,-97.751828,5.07,70,FARMS,Agricultural,FARMS,0,2019-1-10,2019-1-24
US,TX,10209 LAVA LN,"AUSTIN, TX 78747",Austin,ExaStr,"10209 LAVA LN, AUSTIN, TX 78747",78747,2012,R005,1.0,0,1120,299891,166353596,48453,16635359648453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, ZI78747",30.121593,-97.733962,0.76,10,SFR,Single Family Residence / Townhouse,SFR,1992,2019-1-10,2019-1-24
US,TX,10209 LAVA LN,"AUSTIN, TX 78747",Austin,ExaStr,"10209 LAVA LN, AUSTIN, TX 78747",78747,2012,R005,2.0,0,3853,363909,166830899,48453,16683089948453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.121593,-97.733962,1.42,10,SFR,Single Family Residence / Townhouse,SFR,1969,2019-1-10,2019-1-24
US,TX,10204 LAVA LN,"AUSTIN, TX 78747",Austin,ExaStr,"10204 LAVA LN, AUSTIN, TX 78747",78747,2011,R005,1.0,0,896,840387,252292645,48453,25229264548453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.121621,-97.734309,1.0,10,SFR,Single Family Residence / Townhouse,SFR,1965,2019-1-10,2019-1-24
US,TX,10204 LAVA LN,"AUSTIN, TX 78747",Austin,ExaStr,"10204 LAVA LN, AUSTIN, TX 78747",78747,2011,R005,0.0,0,1064,856220,252298558,48453,25229855848453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, ZI78747",30.121621,-97.734309,0.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1992,2019-1-10,2019-1-24
US,TX,10208 LAVA LN BLDG 2,"AUSTIN, TX 78747",Austin,ExaStr,"10208 LAVA LN BLDG 2, AUSTIN, TX 78747",78747,2026,R005,0.0,0,2112,299894,166353597,48453,16635359748453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.121745,-97.734226,1.995,10,SFR,Single Family Residence / Townhouse,SFR,1999,2019-1-10,2019-1-24
US,TX,10215 LAVA LN,"AUSTIN, TX 78747",Austin,ExaStr,"10215 LAVA LN, AUSTIN, TX 78747",78747,2012,R005,0.0,0,728,299915,166353610,48453,16635361048453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.121780,-97.733837,0.76,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1983,2019-1-10,2019-1-24
US,TX,10807 THAXTON RD,"AUSTIN, TX 78747",Austin,ExaStr,"10807 THAXTON RD, AUSTIN, TX 78747",78747,9601,R054,2.0,0,2594,725227,47701116,48453,4770111648453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.121891,-97.742137,4.745,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1994,2019-1-10,2019-1-24
US,TX,10807 THAXTON RD,"AUSTIN, TX 78747",Austin,ExaStr,"10807 THAXTON RD, AUSTIN, TX 78747",78747,9601,R054,2.0,0,2429,726480,205189755,48453,20518975548453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.121891,-97.742137,1.0,10,SFR,Single Family Residence / Townhouse,SFR,1982,2019-1-10,2019-1-24
US,TX,10219 LAVA LN,"AUSTIN, TX 78747",Austin,ExaStr,"10219 LAVA LN, AUSTIN, TX 78747",78747,2012,R005,1.0,0,1674,299916,166830898,48453,16683089848453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.121904,-97.733754,0.95,10,SFR,Single Family Residence / Townhouse,SFR,1970,2019-1-10,2019-1-24
US,TX,10214 LAVA LN,"AUSTIN, TX 78747",Austin,ExaStr,"10214 LAVA LN, AUSTIN, TX 78747",78747,2011,R005,0.0,0,1216,299895,166353598,48453,16635359848453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.121932,-97.734101,2.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1999,2019-1-10,2019-1-24
US,TX,10800 THAXTON RD,"AUSTIN, TX 78747",Austin,ExaStr,"10800 THAXTON RD, AUSTIN, TX 78747",78747,9628,R054,1.0,0,672,299823,35574846,48453,3557484648453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.121972,-97.742447,2.5,10,SFR,Single Family Residence / Townhouse,SFR,1990,2019-1-10,2019-1-24
US,TX,7815 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7815 COULVER RD, AUSTIN, TX 78747",78747,1576,R005,0.0,0,1624,804702,206689486,48453,20668948648453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.122194,-97.736729,0.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1998,2019-1-10,2019-1-24
US,TX,7817 COULVER RD # 7817,"AUSTIN, TX 78747",Austin,ExaStr,"7817 COULVER RD # 7817, AUSTIN, TX 78747",78747,1576,R005,0.0,0,1568,788044,152741820,48453,15274182048453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.122214,-97.736769,0.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1985,2019-1-10,2019-1-24
US,TX,11812 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11812 MOORE RD, AUSTIN, TX 78719",78719,9766,R002,2.0,0,2518,300102,47829373,48453,4782937348453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119938, SB0000119939, ZI78617",30.122295,-97.668567,2.2926,21,DUPLEX,"""Duplex, Triplex, Quadplex)""",DUPLEX,1982,2019-1-10,2019-1-24
US,TX,7810 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7810 COULVER RD, AUSTIN, TX 78747",78747,1577,R005,1.0,0,875,299857,153529936,48453,15352993648453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.122404,-97.736513,6.71,10,SFR,Single Family Residence / Townhouse,SFR,1952,2019-1-10,2019-1-24
US,TX,7816 COULVER RD APT B,"AUSTIN, TX 78747",Austin,ExaStr,"7816 COULVER RD APT B, AUSTIN, TX 78747",78747,1535,R005,0.0,0,720,299918,50626928,48453,5062692848453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.122461,-97.736633,1.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1969,2019-1-10,2019-1-24
US,TX,7816 COULVER RD # A,"AUSTIN, TX 78747",Austin,ExaStr,"7816 COULVER RD # A, AUSTIN, TX 78747",78747,1577,R005,1.0,0,1189,299887,166353593,48453,16635359348453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.122461,-97.736633,1.0,10,SFR,Single Family Residence / Townhouse,SFR,1960,2019-1-10,2019-1-24
US,TX,7818 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7818 COULVER RD, AUSTIN, TX 78747",78747,1577,R005,0.0,0,1554,299901,166353603,48453,16635360348453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, ZI78747",30.122480,-97.736673,5.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1983,2019-1-10,2019-1-24
US,TX,7907 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7907 COULVER RD, AUSTIN, TX 78747",78747,1575,R005,2.0,0,1728,299940,166830914,48453,16683091448453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.123071,-97.738569,4.06,10,SFR,Single Family Residence / Townhouse,SFR,1983,2019-1-10,2019-1-24
US,TX,7915 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7915 COULVER RD, AUSTIN, TX 78747",78747,1575,R005,0.0,0,1568,299941,166353611,48453,16635361148453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.123147,-97.738729,2.39,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1987,2019-1-10,2019-1-24
US,TX,7915 COULVER RD TRLR B,"AUSTIN, TX 78747",Austin,ExaStr,"7915 COULVER RD TRLR B, AUSTIN, TX 78747",78747,1507,R005,0.0,0,2128,573926,216317846,48453,21631784648453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.123147,-97.738729,2.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,2003,2019-1-10,2019-1-24
US,TX,7921 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7921 COULVER RD, AUSTIN, TX 78747",78747,1575,R005,2.0,0,2222,299942,166353612,48453,16635361248453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.123204,-97.738849,3.39,10,SFR,Single Family Residence / Townhouse,SFR,1986,2019-1-10,2019-1-24
US,TX,9701 FM 1625,"AUSTIN, TX 78747",Austin,ExaStr,"9701 FM 1625, AUSTIN, TX 78747",78747,1590,R005,3.0,0,13332,300015,165070052,48453,16507005248453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, ZI78747",30.123225,-97.713567,3.518,20,COMMON AREA,Commercial,COMMON AREA,1979,2019-1-10,2019-1-24
US,TX,9701 FM 1625,"AUSTIN, TX 78747",Austin,ExaStr,"9701 FM 1625, AUSTIN, TX 78747",78747,1590,R005,0.0,0,9344,300026,219186855,48453,21918685548453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.123225,-97.713567,5.64,20,COMMON AREA,Commercial,COMMON AREA,1992,2019-1-10,2019-1-24
US,TX,7927 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7927 COULVER RD, AUSTIN, TX 78747",78747,1575,R005,0.0,0,1904,299943,47634704,48453,4763470448453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.123261,-97.738969,4.37,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1983,2019-1-10,2019-1-24
US,TX,7904 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7904 COULVER RD, AUSTIN, TX 78747",78747,1578,R005,2.0,0,1773,299906,166353604,48453,16635360448453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.123299,-97.738392,1.568,10,SFR,Single Family Residence / Townhouse,SFR,1988,2019-1-10,2019-1-24
US,TX,7904 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7904 COULVER RD, AUSTIN, TX 78747",78747,1578,R005,0.0,0,0,299905,241906230,48453,24190623048453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.123299,-97.738392,0.266,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,1955,2019-1-10,2019-1-24
US,TX,11701 BRADSHAW RD,"AUSTIN, TX 78747",Austin,ExaStr,"11701 BRADSHAW RD, AUSTIN, TX 78747",78747,1509,R005,1.0,1,1200,351839,35675156,48453,3567515648453,Street,0.0,0.0,"CO48453, CS4890165, DB4808940, MT30000596, ND0000636780, SB0000118630, SB0000118631, SB0000118638, ZI78747",30.123300,-97.777014,62.37,70,FARMS,Agricultural,FARMS,2006,2019-1-10,2019-1-24
US,TX,11608 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11608 MOORE RD, AUSTIN, TX 78719",78719,9652,R002,0.0,0,0,300114,35669184,48453,3566918448453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119938, SB0000119939, ZI78617",30.123319,-97.670693,5.0,10,SFR,Single Family Residence / Townhouse,SFR,2006,2019-1-10,2019-1-24
US,TX,11606 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11606 MOORE RD, AUSTIN, TX 78719",78719,9652,R002,3.0,0,1942,300116,166353645,48453,16635364548453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119938, SB0000119939, ZI78617",30.123329,-97.670714,5.0,10,SFR,Single Family Residence / Townhouse,SFR,1986,2019-1-10,2019-1-24
US,TX,11604 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11604 MOORE RD, AUSTIN, TX 78719",78719,9652,R002,2.0,0,1500,300104,165416318,48453,16541631848453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119938, SB0000119939, ZI78617",30.123339,-97.670734,5.0,10,SFR,Single Family Residence / Townhouse,SFR,1985,2019-1-10,2019-1-24
US,TX,11600 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11600 MOORE RD, AUSTIN, TX 78719",78719,9652,R002,0.0,0,952,300105,165416319,48453,16541631948453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119938, SB0000119939, ZI78617",30.123359,-97.670776,10.004,70,FARMS,Agricultural,FARMS,1983,2019-1-10,2019-1-24
US,TX,11600 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11600 MOORE RD, AUSTIN, TX 78719",78719,9652,R002,1.0,0,952,446294,241906289,48453,24190628948453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119938, SB0000119939, ZI78617",30.123359,-97.670776,2.19,10,SFR,Single Family Residence / Townhouse,SFR,1983,2019-1-10,2019-1-24
US,TX,7914 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7914 COULVER RD, AUSTIN, TX 78747",78747,1578,R005,1.0,0,660,299907,166353605,48453,16635360548453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.123394,-97.738592,1.575,10,SFR,Single Family Residence / Townhouse,SFR,1930,2019-1-10,2019-1-24
US,TX,8721 US HIGHWAY 183 S,"AUSTIN, TX 78747",Austin,ExaStr,"8721 US HIGHWAY 183 S, AUSTIN, TX 78747",78747,2054,R005,0.0,0,2604,800198,206695477,48453,20669547748453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.123448,-97.695373,0.827,20,COMMON AREA,Commercial,COMMON AREA,2010,2019-1-10,2019-1-24
US,TX,11507 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11507 MOORE RD, AUSTIN, TX 78719",78719,9758,R002,0.0,0,3192,722241,34252327,48453,3425232748453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119938, SB0000119939, ZI78719",30.123481,-97.671679,42.128,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1997,2019-1-10,2019-1-24
US,TX,8723 US HIGHWAY 183 S,"AUSTIN, TX 78747",Austin,ExaStr,"8723 US HIGHWAY 183 S, AUSTIN, TX 78747",78747,2054,R005,1.0,0,700,429362,166353635,48453,16635363548453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.123508,-97.695377,0.919,10,SFR,Single Family Residence / Townhouse,SFR,1955,2019-1-10,2019-1-24
US,TX,7926 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7926 COULVER RD, AUSTIN, TX 78747",78747,1578,R005,1.0,0,1224,299875,166830894,48453,16683089448453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, ZI78747",30.123509,-97.738832,9.09,10,SFR,Single Family Residence / Townhouse,SFR,1955,2019-1-10,2019-1-24
US,TX,7928 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"7928 COULVER RD, AUSTIN, TX 78747",78747,1578,R005,4.0,0,5470,299881,166830897,48453,16683089748453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0004664234, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.123528,-97.738872,4.27,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1999,2019-1-10,2019-1-24
US,TX,10901 OLD LOCKHART RD,"AUSTIN, TX 78747",Austin,ExaStr,"10901 OLD LOCKHART RD, AUSTIN, TX 78747",78747,2179,R005,0.0,0,2808,531613,216240023,48453,21624002348453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.123813,-97.752444,17.165,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1982,2019-1-10,2019-1-24
US,TX,10001 SOUTHVIEW HILLS CV,"AUSTIN, TX 78719",Austin,ExaStr,"10001 SOUTHVIEW HILLS CV, AUSTIN, TX 78719",78719,4713,R002,0.0,0,0,810363,216254820,48453,21625482048453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, ZI78719",30.123815,-97.687826,1.33,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,2019-1-10,2019-1-24
US,TX,9000 US HIGHWAY 183 S,"AUSTIN, TX 78747",Austin,ExaStr,"9000 US HIGHWAY 183 S, AUSTIN, TX 78747",78747,2224,R005,2.0,0,5310,781241,165070053,48453,16507005348453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.123844,-97.695714,5.71,20,COMMON AREA,Commercial,COMMON AREA,1982,2019-1-10,2019-1-24
US,TX,9000 US HIGHWAY 183 S,"AUSTIN, TX 78747",Austin,ExaStr,"9000 US HIGHWAY 183 S, AUSTIN, TX 78747",78747,2224,R005,2.0,0,1964,781378,165070061,48453,16507006148453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.123844,-97.695714,5.515,10,SFR,Single Family Residence / Townhouse,SFR,1983,2019-1-10,2019-1-24
US,TX,11500 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11500 MOORE RD, AUSTIN, TX 78719",78719,9633,R002,2.0,0,3481,300106,150592485,48453,15059248548453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119938, SB0000119939, ZI78617",30.123861,-97.671818,2.0,10,SFR,Single Family Residence / Townhouse,SFR,1981,2019-1-10,2019-1-24
US,TX,11500 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11500 MOORE RD, AUSTIN, TX 78719",78719,9633,R002,0.0,0,0,552714,167627496,48453,16762749648453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119938, SB0000119939, ZI78617",30.123861,-97.671818,2.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,0,2019-1-10,2019-1-24
US,TX,11500 MOORE RD # 6,"AUSTIN, TX 78719",Austin,ExaStr,"11500 MOORE RD # 6, AUSTIN, TX 78719",78719,9633,R002,0.0,0,1792,552715,167627497,48453,16762749748453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, SB0000119930, SB0000119938, SB0000119939, ZI78617",30.123861,-97.671818,2.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,2000,2019-1-10,2019-1-24
US,TX,11500 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11500 MOORE RD, AUSTIN, TX 78719",78719,9633,R002,2.0,0,1405,552712,205556477,48453,20555647748453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, ZI78617",30.123861,-97.671818,2.0,10,SFR,Single Family Residence / Townhouse,SFR,2002,2019-1-10,2019-1-24
US,TX,11500 MOORE RD,"AUSTIN, TX 78719",Austin,ExaStr,"11500 MOORE RD, AUSTIN, TX 78719",78719,9633,R002,0.0,0,896,552713,205556478,48453,20555647848453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, ZI78617",30.123861,-97.671818,2.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1993,2019-1-10,2019-1-24
US,TX,10011 SOUTHVIEW HILLS CV,"AUSTIN, TX 78719",Austin,ExaStr,"10011 SOUTHVIEW HILLS CV, AUSTIN, TX 78719",78719,4713,R002,2.0,3,1809,810364,216254821,48453,21625482148453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, RS0004492707, SB0000119930, SB0000119934, SB0000119938, ZI78747",30.123874,-97.687955,1.22,10,SFR,Single Family Residence / Townhouse,SFR,2014,2019-1-10,2019-1-24
US,TX,10905 OLD LOCKHART RD,"AUSTIN, TX 78747",Austin,ExaStr,"10905 OLD LOCKHART RD, AUSTIN, TX 78747",78747,2068,R005,0.0,0,756,464382,150165085,48453,15016508548453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.123924,-97.752504,13.669,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1981,2019-1-10,2019-1-24
US,TX,8001 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"8001 COULVER RD, AUSTIN, TX 78747",78747,1580,R005,0.0,0,0,299944,166353613,48453,16635361348453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, ZI78747",30.123966,-97.740448,3.37,20,COMMON AREA,Commercial,COMMON AREA,2002,2019-1-10,2019-1-24
US,TX,8001 COULVER RD # B,"AUSTIN, TX 78747",Austin,ExaStr,"8001 COULVER RD # B, AUSTIN, TX 78747",78747,1580,R005,0.0,0,1344,722160,167787327,48453,16778732748453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.123966,-97.740448,0.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1999,2019-1-10,2019-1-24
US,TX,8001 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"8001 COULVER RD, AUSTIN, TX 78747",78747,1580,R005,0.0,0,1022,854082,252293197,48453,25229319748453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.123966,-97.740448,0.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1998,2019-1-10,2019-1-24
US,TX,8007 COULVER RD,"AUSTIN, TX 78747",Austin,ExaStr,"8007 COULVER RD, AUSTIN, TX 78747",78747,1580,R005,0.0,0,0,299945,166353614,48453,16635361448453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.124023,-97.740568,5.0,20,COMMON AREA,Commercial,COMMON AREA,1988,2019-1-10,2019-1-24
US,TX,8007 COULVER RD # A,"AUSTIN, TX 78747",Austin,ExaStr,"8007 COULVER RD # A, AUSTIN, TX 78747",78747,1580,R005,0.0,0,1216,815166,216280002,48453,21628000248453,Street,0.0,0.0,"CO48453, CS4890165, DB4816620, MT30000596, ND0000636780, RS0000638170, SB0000119930, SB0000119938, SB0000119939, ZI78747",30.124023,-97.740568,0.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1996,2019-1-10,2019-1-24
