AddressCountry,AddressCountrySubd,AddressLine1,AddressLine2,AddressLocality,AddressMatchCode,AddressOneLine,AddressPostal1,AddressPostal2,AddressPostal3,BuildingRoomsBathstotal,BuildingRoomsBeds,BuildingSizeUniversalsize,IdentifierApn,IdentifierAttomId,IdentifierFips,IdentifierObPropId,LocationAccuracy,LocationDistance,LocationElevation,LocationGeoid,LocationLatitude,LocationLongitude,LotLotSize1,SummaryPropIndicator,SummaryPropLandUse,SummaryPropclass,SummaryProptype,SummaryPearbuilt,VintageLastModified,VintagePubDate
US,,11525 W 184TH PL,"ORLAND PARK, IL 60467",Orland Park,ExaStr,"11525 W 184TH PL, ORLAND PARK, IL 60467",60467,4900,R023,0,0,0,1.90906E+15,154000267,17197,1.54E+13,Street,0,0,"CO17197, CS1727631, DB1723070, DB1726370, MT30001048, ND0004663913, PL1756640, SB0000085098, SB0000085270, SB0000085271, SB0000085272, ZI60467",41.554109,-87.896738,,20,COMMON AREA,Commercial,COMMON AREA,2007,7/10/2018,7/13/2018
US,,17217 HARLEM AVE,"TINLEY PARK,IL 60423",Tinley Park,ExaZip,"17217 HARLEM AVE, TINLEY PARK,IL 60423",60423,,,0,0,0,3.1191E+13,175175020,17031,1.75175E+13,Zip5,0,0,"CO17197, CS1727631, DB1715700, DB1723070, MT30001048, ND0000140144, PL1727624, RS0000140144, SB0000084695, SB0000084696, SB0000084697, SB0000085099, ZI60423",41.497,-87.8423,,70,FARMS,Agricultural,FARMS,0,4/11/2019,4/25/2019
US,,5550 115TH ST APT 201,"OAK LAWN, IL 60453",Oak Lawn,ExaStr,"5550 115TH ST APT 201, OAK LAWN, IL 60453",60453,7124,C017,0,0,0,2.42111E+13,38817840,17031,3.88178E+12,Street,0,0,"CO17031, CS1783531, DB1703480, DB1730220, MT30001048, ND0004685111, PL1754820, SB0000083876, SB0000131932, SB0000131935, ZI60453",41.683454,-87.75855,,11,CONDOMINIUM,Condominium (residential),CONDOMINIUM,0,4/11/2019,4/25/2019
US,,2920 WAYLAND RD,"BERWYN, PA 19312",Berwyn,ExaStr,"2920 WAYLAND RD, BERWYN, PA 19312",19312,2312,C014,3,4,4765,5407 00180000,37218028,42029,3.7218E+12,Street,0,0,"CO42045, CS4254224, DB4214760, MT30003007, SB0000113138, SB0000113140, SB0000113141, ZI19073",39.99536,-75.450975,,10,SFR,Single Family Residence / Townhouse,SFR,1957,5/22/2019,5/24/2019
US,,501 MIDWAY DR,"MOUNT PROSPECT, IL 60056",Mount Prospect,ExaStr,"501 MIDWAY DR, MOUNT PROSPECT, IL 60056",60056,7000,C041,0,0,0,8.23402E+12,174899414,17031,1.74899E+13,Street,0,0,"CO17031, CS1723243, DB1704170, DB1713770, MT30001048, ND0004436104, PL1751089, SB0000084344, SB0000084345, SB0000086161, ZI60056",42.025563,-87.940598,,50,INDUSTRIAL (NEC),Industrial,INDUSTRIAL (NEC),0,4/11/2019,4/25/2019
US,,5042 SEVEN PINE CIR NW,"NORMAL, AL 35762",Normal,ExaZip,"5042 SEVEN PINE CIR NW, NORMAL, AL 35762",35762,,,2,0,1186,1.40929E+15,187227917,1089,1.87228E+13,Zip5,0,0,"CO01089, CS0191674, DB0101800, MT30001952, ND0004468710, PL0137000, RS0000201434, SB0000065989, SB0000135784, SB0000136391, ZI35810",34.77163,-86.59354,,11,CONDOMINIUM,Condominium (residential),CONDOMINIUM,1985,5/10/2018,5/11/2018
US,,603 E SANTEE ST,"WHEATON, MO 64874",Wheaton,ExaStr,"603 E SANTEE ST, WHEATON, MO 64874",64874,,,1,3,1206,15-8.0-27-003-008-0004.000,299189867,29009,2.9919E+13,Street,0,0,"CO29009, CS2979144, DB2931950, PL2979126, SB0000097883, SB0000097884, ZI64874",36.763802,-94.050274,,10,SFR,Single Family Residence / Townhouse,SFR,1968,12/10/2018,12/22/2018
US,,1450 BODE RD,"HOFFMAN ESTATES,IL 60611",Hoffman Estates,ExaZip,"1450 BODE RD, HOFFMAN ESTATES,IL 60611",60611,,,0,0,0,7.17214E+12,174736779,17031,1.74737E+13,Zip5,0,0,"CO17031, CS1768016, DB1709930, MT30001048, ND0000519943, ND0000563266, ND0000565653, ND0004664599, PL1714000, PL1735411, SB0000085901, SB0000085912, SB0000086166, SB0000086169, ZI60169, ZI60194",41.8952,-87.6223,,90,PUBLIC (NEC),Exempt,PUBLIC (NEC),0,4/11/2019,4/25/2019
US,,14 PEREGRINE CIR,"OAK PARK, CA 91377",Oak Park,ExaStr,"14 PEREGRINE CIR, OAK PARK, CA 91377",91377,1321,C003,3,5,2399,8000233095,156625329,6111,1.56625E+13,Street,0,0,"CO06037, CS0690015, DB0621000, MT30003717, ND0000108059, ND0004480984, PL0600394, SB0000070767, SB0000070773, SB0000070776, ZI91301",34.168032,-118.751286,,10,SFR,Single Family Residence / Townhouse,SFR,1979,2/8/2019,2/20/2019
US,,HILL RD,"LEMONT, IL 60439",Downers Grove,ExaZip,"HILL RD, LEMONT, IL 60439",60439,,,0,0,0,1017306006,240568004,17043,2.40568E+13,Zip5,0,0,"CO17031, CS1742808, DB1707290, DB1722500, MT30001048, PL1742795, SB0000085072, SB0000085073, SB0000085074, SB0000085075, ZI60439",41.67748,-87.97405,,10,SFR,Single Family Residence / Townhouse,SFR,0,7/10/2018,7/13/2018
US,,MAPLE ST & ELM AVE,"BONNEAUVILLE, PA 17325",Elmhurst,MulNot,"MAPLE ST & ELM AVE, BONNEAUVILLE, PA 17325",,,,0,0,0,18002030021,222105100,42069,2.22105E+13,Not Coded,0,0,"CO42001, CS4207560, DB4213980, PL4207560, SB0000113100, SB0000113101, SB0000113102, SB0000113103, ZI17325",39.80764,-77.133,,10,SFR,Single Family Residence / Townhouse,SFR,0,5/22/2019,5/24/2019
US,,3607 GLENVIEW AVE,"GLENVIEW, KY 40025",Glenview,ExaStr,"3607 GLENVIEW AVE, GLENVIEW, KY 40025",40025,7502,R777,6,3,7028,1102760000,34400909,21111,3.44009E+12,Street,0,0,"CO21111, CS2191099, DB2102990, MT30002366, ND0000042623, ND0000105051, ND0004706130, PL2148006, RS0001283884, SB0000089197, SB0000089216, SB0000089218, ZI40222",38.296836,-85.643676,,10,SFR,Single Family Residence / Townhouse,SFR,0,12/10/2018,12/22/2018
US,,34600 S WARNER BRIDGE RD,"BALLOU, IL 60481",Dekalb,ExaZip,"34600 S WARNER BRIDGE RD, BALLOU, IL 60481",60481,,,0,0,0,8.25132E+14,28445041,17197,2.8445E+12,Zip5,0,0,"CO17197, CS1726519, DB1742630, SB0000086375, SB0000086376, SB0000086377, SB0000086378, ZI60481",41.29806,-88.11349,,70,FARMS,Agricultural,FARMS,0,7/10/2018,7/13/2018
US,,21W174 BUTTERFIELD RD,"LOMBARD, IL 60148",Lombard,ExaStr,"21W174 BUTTERFIELD RD, LOMBARD, IL 60148",60148,5210,R006,3,0,2046,525410012,174935695,17043,1.74936E+13,Street,0,0,"CO17043, CS1749451, DB1716830, DB1723460, MT30001048, RS0000164834, SB0000084769, SB0000085118, SB0000085119, SB0000085120, SB0000085121, SB0000085122, SB0000085123, SB0000085124, ZI60148",41.832016,-88.044644,,10,SFR,Single Family Residence / Townhouse,SFR,1964,7/10/2018,7/13/2018
US,,10031 SCHAFFER LN,"BELLEVILLE, AR 72824",Belleville,ExaStr,"10031 SCHAFFER LN, BELLEVILLE, AR 72824",72824,9238,R012,0,0,1216,001-04084-001,210292666,5149,2.10293E+13,Street,0,0,"CO05149, CS0591017, DB0500041, SB0000067092, SB0000067093, ZI72824",35.071158,-93.452042,,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1992,2/8/2019,2/20/2019
US,,1301 UNION RD,"MOLINE, KS 67353",Moline,ExaStr,"1301 UNION RD, MOLINE, KS 67353",67353,9002,R301,2,2,3048,042-10-0-00-00-003.00-0,294945740,20019,2.94946E+13,Street,0,0,"CO20019, CS2011575, DB2007500, SB0000088678, ZI67353",37.286653,-96.290379,,10,RURAL HOMESITE,Single Family Residence / Townhouse,RURAL HOMESITE,1900,9/10/2018,9/16/2018
US,,1405 MILL CREEK DR,"BUFFALO GROVE, IL 60089",Buffalo Grove,ExaStr,"1405 MILL CREEK DR, BUFFALO GROVE, IL 60089",60089,4218,C028,2,4,1750,3.08312E+12,9975737,17031,9.97574E+11,Street,0,0,"CO17031, CS1781100, DB1704170, DB1742210, MT30001048, PL1709447, RS0004389083, SB0000086160, SB0000086345, SB0000086348, ZI60089",42.130081,-87.97593,,10,SFR,Single Family Residence / Townhouse,SFR,1973,12/10/2018,12/22/2018
US,,3121 COUNTY ROAD 422,"BARTLETT, TX 76511",Bartlett,ExaStr,"3121 COUNTY ROAD 422, BARTLETT, TX 76511",76511,4094,R001,0,0,2112,R71176,210073783,48331,2.10074E+13,Street,0,0,"CO48331, CS4890960, DB4809540, SB0000118680, ZI76511",30.75385,-97.29621,,10,SFR,Single Family Residence / Townhouse,SFR,1999,1/24/2018,2/12/2018
US,,176 HUCKABY RD,"URBANA, MO 65767",Urbana,ExaStr,"176 HUCKABY RD, URBANA, MO 65767",65767,8112,R071,2,0,1828,04-4.0-18-000-000-006.010,299535300,29059,2.99535E+13,Street,0,0,"CO29059, CS2928450, DB2906120, SB0000096479, ZI65685",37.776843,-93.175495,,10,SFR,Single Family Residence / Townhouse,SFR,1996,2/8/2019,2/20/2019
US,,134 STRIPER WAY,"QUINCY, FL 32351",Quincy,ExaStr,"134 STRIPER WAY, QUINCY, FL 32351",32351,,,2.5,3,1966,6031S4W12600000C0091,162986623,12039,1.62987E+13,Street,0,0,"CO12039, CS1292912, DB1200600, ZI32351",30.420284,-84.61928,,10,SFR,Single Family Residence / Townhouse,SFR,1982,2/8/2019,2/20/2019
US,,1842 KINGS GATE LN,"CRYSTAL LAKE, IL 60014",Crystal Lake,ExaStr,"1842 KINGS GATE LN, CRYSTAL LAKE, IL 60014",60014,2909,R014,0,0,3218,1824253019,13132143,17111,1.31321E+12,Street,0,0,"CO17111, CS1730666, DB1711350, DB1711370, MT30001048, ND0004437260, PL1717887, RS0000134086, SB0000083872, SB0000084387, SB0000084394, ZI60014",42.190121,-88.361765,,10,SFR,Single Family Residence / Townhouse,SFR,2006,6/10/2019,6/22/2019
US,,8671 S COUNTY ROAD 925 E,"PLAINFIELD, IN 46168",Plainfield,ExaStr,"8671 S COUNTY ROAD 925 E, PLAINFIELD, IN 46168",46168,,,0,0,0,32-16-19-300-004.000-011,196100329,18063,1.961E+13,Street,0,0,"CO18063, CS1830204, DB1808970, MT30001968, SB0000087320, SB0000087322, SB0000087324, ZI46168",39.635373,-86.358209,,90,FEDERAL PROPERTY,Exempt,FEDERAL PROPERTY,0,1/24/2018,2/8/2018
US,,1111 E LAKE ST,"STREAMWOOD, IL 60107",Streamwood,ExaStr,"1111 E LAKE ST, STREAMWOOD, IL 60107",60107,4332,C016,0,0,0,6.3631E+12,31811202,17031,3.18112E+12,Street,0,0,"CO17043, CS1706600, DB1720880, DB1721840, MT30001048, ND0004436075, SB0000085049, SB0000132052, SB0000132053, ZI60133",41.979518,-88.135122,,50,INDUSTRIAL (NEC),Industrial,INDUSTRIAL (NEC),0,4/11/2019,4/25/2019
US,,1N012 WEST ST,"CAROL STREAM, IL 60188",Carol Stream,ExaExt,"1N012 WEST ST, CAROL STREAM, IL 60188",60188,2309,C012,3,0,1260,505423023,176274558,17043,1.76275E+13,Extrapolate,0,0,"CO17043, CS1749451, DB1742180, MT30001048, PL1781048, RS0000167247, SB0000084402, SB0000084409, SB0000084414, ZI60187",41.885867,-88.112015,,10,SFR,Single Family Residence / Townhouse,SFR,2000,7/10/2018,7/13/2018
US,,1350 RENWICK RD,"ROMEOVILLE, IL 60446",Romeoville,ExaStr,"1350 RENWICK RD, ROMEOVILLE, IL 60446",60446,5345,R036,0,0,0,1.10418E+15,175973696,17197,1.75974E+13,Street,0,0,"CO17197, CS1744238, DB1740070, MT30001048, PL1765442, SB0000086226, SB0000086230, SB0000086231, ZI60446",41.594375,-88.076826,,20,COMMON AREA,Commercial,COMMON AREA,0,7/10/2018,7/13/2018
US,,2521 TINKLER ST,"ROCK ISLAND, TX 77470",Rock Island,ExaZip,"2521 TINKLER ST, ROCK ISLAND, TX 77470",77470,,,0,0,1430,131400290130*,236346572,48089,2.36347E+13,Zip5,0,0,"CO48089, CS4894120, DB4814700, SB0000119346, SB0000119347, SB0000119348, ZI78934",29.53434,-96.57557,,10,RESIDENTIAL (NEC),Single Family Residence / Townhouse,RESIDENTIAL (NEC),1990,1/24/2018,2/12/2018
US,,4N270 84 CT,"HANOVER PARK, IL 60133",Hanover Park,MulStr,"4N270 84 CT, HANOVER PARK, IL 60133",60133,9200,R004,0,0,11618,220301004,175360899,17043,1.75361E+13,Street,0,0,"CO17043, CS1706600, DB1710470, DB1716830, MT30001048, SB0000083795, SB0000083797, SB0000084768, ZI60133",41.936462,-88.124241,,50,INDUSTRIAL (NEC),Industrial,INDUSTRIAL (NEC),1999,7/10/2018,7/13/2018
US,,151 S WESTERN AVE,"CARPENTERSVILLE, IL 60110",Carpentersville,ExaStr,"151 S WESTERN AVE, CARPENTERSVILLE, IL 60110",60110,1737,C013,0,0,0,322153010,174959456,17089,1.74959E+13,Street,0,0,"CO17089, CS1721046, DB1708550, MT30001048, PL1711358, SB0000084424, SB0000084425, SB0000084430, ZI60110",42.104503,-88.291047,,20,COMMON AREA,Commercial,COMMON AREA,0,5/22/2019,5/24/2019
US,,29480 AVA DR,"WHEELING,MO 64688",Wheeling,ExaStr,"29480 AVA DR, WHEELING,MO 64688",64688,9652,R091,0,0,0,16-05-15-000-000-006.00,302205717,29115,3.02206E+13,Street,0,0,"CO29115, CS2956378, DB2920640, SB0000097100, SB0000097101, ZI64659",39.752539,-93.361866,,80,AGRICULTURAL (NEC),Vacant,AGRICULTURAL (NEC),0,7/10/2019,7/25/2019
US,,280 PROSPECT AVE,"PARK RIDGE, NJ 07656",Park Ridge,ExaStr,"280 PROSPECT AVE, PARK RIDGE, NJ 07656",7656,2514,C005,0,0,2200,4.70251E+15,50040464,34003,5.00405E+12,Street,0,0,"CO34003, CS3456130, DB3412450, MT30004143, ND0001569823, ND0001570039, PL3456130, SB0000103216, ZI07656",41.021024,-74.021719,,10,SFR,Single Family Residence / Townhouse,SFR,1959,5/22/2019,5/24/2019
US,,3718 VITRUVIAN WAY # A1,"ADDISON, TX 75001",Addison,ExaStr,"3718 VITRUVIAN WAY # A1, ADDISON, TX 75001",75001,4000,C060,3,3,1597,1.00042E+16,165228745,48113,1.65229E+13,Street,0,0,"CO48113, CS4892792, DB4813050, MT30004273, ND0004490759, ND0004679713, PL4801240, RS0001062846, SB0000119123, SB0000119129, SB0000119130, ZI75001",32.933389,-96.855233,,11,CONDOMINIUM,Condominium (residential),CONDOMINIUM,1972,12/10/2018,12/23/2018
US,,1699 SHIRLEY DR,"CALUMET CITY, IL 60409",Calumet City,ExaStr,"1699 SHIRLEY DR, CALUMET CITY, IL 60409",60409,6320,C009,1,3,972,3.02921E+13,1441062,17031,1.44106E+11,Street,0,0,"CO17031, CS1775198, DB1719680, DB1738940, MT30001048, PL1710487, SB0000084888, SB0000084889, SB0000086156, ZI60409",41.583079,-87.526307,,10,SFR,Single Family Residence / Townhouse,SFR,1953,4/11/2019,4/25/2019
US,,FM 2351 RD,"HOUSTON, TX 77546",Houston,ExaZip,"FM 2351 RD, HOUSTON, TX 77546",77546,,,0,0,0,1.00045E+12,241828904,48201,2.41829E+13,Zip5,0,0,"CO48167, CS4893880, DB4819950, MT30001937, ND0004671254, PL4827648, RS0000149129, SB0000120631, SB0000120632, SB0000120633, SB0000120636, ZI77546",29.51864,-95.19283,,80,COMMERCIAL ACREAGE,Vacant,COMMERCIAL ACREAGE,0,1/10/2019,1/24/2019
US,,9617 ROLLING CIR,"SAN ANTONIO, FL 33576",San Antonio,ExaStr,"9617 ROLLING CIR, SAN ANTONIO, FL 33576",33576,4654,R003,2,0,1521,2.0252E+18,7794320,12101,7.79432E+11,Street,0,0,"CO12101, CS1290481, DB1201530, MT30003675, RS0000603032, SB0000079271, SB0000136464, ZI33576",28.297885,-82.327243,,10,SFR,Single Family Residence / Townhouse,SFR,2006,4/11/2019,4/25/2019
US,,9339 SOPHORA DR,"DALLAS, TX 75249",Dallas,ExaStr,"9339 SOPHORA DR, DALLAS, TX 75249",75249,1544,C004,2,3,1383,8.20917E+11,929378,48113,92937848113,Street,0,0,"CO48113, CS4893682, DB4813230, MT30004273, ND0000322414, ND0000323624, PL4819000, SB0000119165, SB0000119166, SB0000119169, SB0000119173, ZI75249",32.621739,-96.949415,,10,SFR,Single Family Residence / Townhouse,SFR,1980,10/11/2018,10/25/2018
US,,15103 POCMONT TRL,"AUSTIN, TX 78719",Austin,ExaStr,"15103 POCMONT TRL, AUSTIN, TX 78719",78719,9731,R002,0,0,1216,301352,35688539,48453,3.56885E+12,Street,0,0,"CO48453, CS4890165, DB4816620, RS0000234131, ZI78719",30.074743,-97.643923,,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1986,1/10/2019,1/24/2019
US,,OAK GROVE RD S,"FORT WORTH, TX 76028",Fort Worth,ExaZip,"OAK GROVE RD S, FORT WORTH, TX 76028",76028,,,0,0,0,40536882,245372942,48439,2.45373E+13,Zip5,0,0,"CO48251, CS4890535, DB4812180, MT30004273, ND0004686029, PL4811428, SB0000119034, SB0000119042, SB0000119043, ZI76028",32.5256,-97.3042,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,1/27/2018,4/2/2018
US,,17040 HAMLINE RD,"EL PASO, TX 79928",El Paso,ExaStr,"17040 HAMLINE RD, EL PASO, TX 79928",79928,,,0,0,0,E01000000800200,167281057,48141,1.67281E+13,Street,0,0,"CO48141, CS4891220, DB4814430, SB0000134396, SB0000134397, SB0000134398",31.604469,-106.098437,,80,COMMERCIAL ACREAGE,Vacant,COMMERCIAL ACREAGE,0,10/11/2018,10/25/2018
US,,662 IVEYS MILL RD,"ARLINGTON, GA 39813",Arlington,ExaStr,"662 IVEYS MILL RD, ARLINGTON, GA 39813",39813,1325,R001,2,3,2432,00020-012-000,251058446,13007,2.51058E+13,Street,0,0,"CO13007, CS1392010, DB1300180, SB0000079904, ZI39813",31.410789,-84.615499,,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,2014,5/22/2019,5/24/2019
US,,14213 ALLAMANDA DR,"CORPUS CHRISTI, TX 78418",Corpus Christi,ExaStr,"14213 ALLAMANDA DR, CORPUS CHRISTI, TX 78418",78418,,,0,0,0,200016136,206991076,48355,2.06991E+13,Street,0,0,"CO48355, CS4893095, DB4819380, MT30001197, ND0004662355, PL4817000, RS0000197392, SB0000120401, SB0000120402, SB0000120403, SB0000120404, SB0000120405, SB0000120406, ZI78418",27.580423,-97.233697,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,10/11/2018,10/25/2018
US,,2813 E PRESIDENT GEORGE BUSH HWY,"PLANO, TX 75074",Plano,ExaExt,"2813 E PRESIDENT GEORGE BUSH HWY, PLANO, TX 75074",75074,8363,C080,0,0,73335,R364000A004R1,246098397,48085,2.46098E+13,Extrapolate,0,0,"CO48085, CS4893065, DB4835100, MT30004273, ND0004679712, PL4858016, SB0000123370, SB0000123375, SB0000123396, SB0000123427, ZI75074",32.997442,-96.669918,,20,COMMON AREA,Commercial,COMMON AREA,2013,12/10/2018,12/23/2018
US,,468 HERNANDEZ,"LAREDO, TX 78046",Laredo,ExaStr,"468 HERNANDEZ, LAREDO, TX 78046",78046,7986,R034,0,0,1216,812-03000-589,167446992,48479,1.67447E+13,Street,0,0,"CO48479, CS4892147, DB4843650, PL4822905, RS0000571929, SB0000124480, SB0000124483, SB0000124492, ZI78046",27.328625,-99.5079,,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1996,12/10/2018,12/23/2018
US,,5103 COUNTY ROAD 7920,"LUBBOCK, TX 79424",Lubbock,ExaZip,"5103 COUNTY ROAD 7920, LUBBOCK, TX 79424",79424,,,0,0,0,R328462,323569092,48303,3.23569E+13,Zip5,0,0,"CO48303, CS4892315, DB4815180, SB0000122369, SB0000122370, SB0000122371, ZI79424",33.395553,-101.927593,,70,FARMS,Agricultural,FARMS,0,10/11/2018,10/25/2018
US,,2100 COMMERCE ST,"DALLAS, TX 75201",Garland,ExaStr,"2100 COMMERCE ST, DALLAS, TX 75201",75201,,,0,0,100,6.50952E+16,165700825,48113,1.65701E+13,Street,0,0,"CO48113, CS4892792, DB4816230, MT30004273, ND0000007746, ND0000085730, PL4819000, SB0000119783, SB0000119787, SB0000119817, ZI75201",32.781235,-96.792219,,80,COMMERCIAL ACREAGE,Vacant,COMMERCIAL ACREAGE,1985,10/11/2018,10/25/2018
US,,300 S VALLEY RANCH PKWY,"GLENN HEIGHTS, TX 75154",Irving,ExaZip,"300 S VALLEY RANCH PKWY, GLENN HEIGHTS, TX 75154",75154,,,0,0,0,324993000A01A0000,204898058,48113,2.04898E+13,Zip5,0,0,"CO48139, CS4894090, DB4836660, MT30004273, PL4861196, SB0000123538, SB0000123539, SB0000123540, SB0000123543, ZI75154",32.52331,-96.81214,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,12/10/2018,12/23/2018
US,,S OSAGE ST,"AMARILLO, TX 79042",Amarillo,ExaZip,"S OSAGE ST, AMARILLO, TX 79042",79042,,,0,0,0,R702008020000,244577274,48381,2.44577E+13,Zip5,0,0,"CO48437, CS4891700, DB4822350, SB0000121048, SB0000121049, ZI79042",34.73506,-101.77853,,80,AGRICULTURAL (NEC),Vacant,AGRICULTURAL (NEC),0,10/11/2018,10/25/2018
US,,9 BELMONT RD,"MIDLOTHIAN, TX 76065",Grand Prairie,ExaZip,"9 BELMONT RD, MIDLOTHIAN, TX 76065",76065,,,0,0,0,6.01135E+16,165696858,48113,1.65697E+13,Zip5,0,0,"CO48139, CS4892570, DB4830600, MT30004273, PL4848096, SB0000122691, SB0000122692, SB0000122694, ZI76065",32.46523,-96.98994,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,2/8/2019,2/20/2019
US,,4414 S DAKOTA AVE,"BROWNSVILLE, TX 78521",Brownsville,ExaStr,"4414 S DAKOTA AVE, BROWNSVILLE, TX 78521",78521,6409,R001,0,0,1296,74-7540-1020-0317-00,167535753,48061,1.67536E+13,Street,0,0,"CO48061, CS4890480, DB4811680, PL4810768, SB0000118942, SB0000118952, SB0000118953, ZI78521",25.857879,-97.424769,,10,SFR,Single Family Residence / Townhouse,SFR,1979,10/11/2018,10/25/2018
US,,KIRBY BLVD,"PASADENA, TX 77586",Pasadena,ExaZip,"KIRBY BLVD, PASADENA, TX 77586",77586,,,0,0,0,4.1008E+11,241779265,48201,2.41779E+13,Zip5,0,0,"CO48201, CS4893645, DB4814280, MT30001937, ND0004382195, PL4866392, SB0000119252, SB0000119256, SB0000119265, ZI77586",29.58115,-95.0287,,90,PUBLIC (NEC),Exempt,PUBLIC (NEC),0,1/10/2019,1/24/2019
US,,CUSTER RD,"MCKINNEY, TX 75025",McKinney,ExaZip,"CUSTER RD, MCKINNEY, TX 75025",75025,,,0,0,0,R4610000R0031,246566665,48085,2.46567E+13,Zip5,0,0,"CO48085, CS4893065, DB4835100, MT30004273, ND0004679712, PL4858016, RS0000016267, SB0000123407, SB0000123414, SB0000123415, SB0000123419, ZI75025",33.09025,-96.74011,,20,MISC IMPROVEMENTS,Commercial,MISC IMPROVEMENTS,0,12/10/2018,12/23/2018
US,,1216 FUEGO AVE,"MESQUITE, NM 88048",Mesquite,ExaStr,"1216 FUEGO AVE, MESQUITE, NM 88048",88048,5503,H081,2,3,1337,1705815,197260291,35013,1.9726E+13,Street,0,0,"CO35013, CS3590090, DB3501080, PL3506830, RS0000628567, SB0000133399, SB0000133400, SB0000133412, ZI88021",32.067183,-106.613925,,10,SFR,Single Family Residence / Townhouse,SFR,1974,2/8/2019,2/20/2019
US,,8401 S 23RD ST,"MCALLEN, TX 78503",McAllen,ExaStr,"8401 S 23RD ST, MCALLEN, TX 78503",78503,9100,R011,0,0,33604,H085000003003715,166542578,48215,1.66543E+13,Street,0,0,"CO48215, CS4892340, DB4823100, ZI78557",26.129727,-98.257099,,20,COMMON AREA,Commercial,COMMON AREA,2009,4/11/2019,4/25/2019
US,,1176 WILSON BRANCH RD,"KILLEEN, TX 76542",Killeen,ExaStr,"1176 WILSON BRANCH RD, KILLEEN, TX 76542",76542,5509,R002,0,0,0,79480,243970774,48027,2.43971E+13,Street,0,0,"CO48027, CS4893680, DB4825660, SB0000121821, SB0000138480, SB0000138481, ZI76542",30.907902,-97.784985,,70,AGRICULTURAL (NEC),Agricultural,AGRICULTURAL (NEC),0,10/11/2018,10/25/2018
US,,2088 FLAGSHIP CT ,"FRISCO,TX 75036",Frisco,NonGE0,"2088 FLAGSHIP CT , FRISCO,TX 75036",75036,,,0,0,0,R713105,325735037,48121,3.25735E+13,GE02,0,0,,0,0,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,4/11/2019,4/25/2019
US,,2968 PALOMINO TRL,"WACO, TX 76706",Waco,ExaStr,"2968 PALOMINO TRL, WACO, TX 76706",76706,7403,R026,2,3,2840,3.6083E+14,167630299,48309,1.6763E+13,Street,0,0,"CO48309, CS4894055, DB4830640, MT30003855, PL4862588, RS0000080253, SB0000122702, SB0000122703, SB0000122706, SB0000122708, ZI76706",31.43969,-97.167979,,21,DUPLEX,"""Duplex, Triplex, Quadplex)""",DUPLEX,2004,9/10/2018,9/16/2018
US,,2445 LACY LN,"CARROLLTON, TX 75006",Carrollton,ExaStr,"2445 LACY LN, CARROLLTON, TX 75006",75006,6514,C040,0,0,10500,1.41086E+16,164782429,48113,1.64782E+13,Street,0,0,"CO48113, CS4892792, DB4813050, MT30004273, ND0000015747, PL4813024, SB0000119141, SB0000119142, SB0000119147, ZI75006",32.921173,-96.927295,,20,COMMON AREA,Commercial,COMMON AREA,2011,10/11/2018,10/25/2018
US,,311 DENTON STILL RD,"DENTON, GA 31532",Denton,ExaStr,"311 DENTON STILL RD, DENTON, GA 31532",31532,3807,R031,0,0,0,0021-004 01,238445502,13161,2.38446E+13,Street,0,0,"CO13161, CS1390924, DB1303000, SB0000081109, SB0000081110, SB0000081111, SB0000081112, ZI31532",31.683839,-82.73989,,10,SFR,Single Family Residence / Townhouse,SFR,0,4/11/2019,4/25/2019
US,,191 MARCEAUX LN,"MIDLAND, LA 70559",Midland,ExaStr,"191 MARCEAUX LN, MIDLAND, LA 70559",70559,,,0,0,0,500086400,218536960,22001,2.18537E+13,Street,0,0,,30.124235,-92.455171,,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,0,5/22/2019,5/24/2019
US,,11986 COUNTY ROAD 220,"ABILENE, TX 79602",Abilene,ExaStr,"11986 COUNTY ROAD 220, ABILENE, TX 79602",79602,9140,R002,0,0,4000,R000004668,306979156,48059,3.06979E+13,Street,0,0,"CO48059, CS4890765, DB4818690, SB0000120346, SB0000120347, SB0000120348, ZI79602",32.249952,-99.604635,,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1996,1/24/2018,2/12/2018
US,,20701 BIG HILL RD,"BEAUMONT, TX 77705",Beaumont,ExaStr,"20701 BIG HILL RD, BEAUMONT, TX 77705",77705,8611,R002,0,0,0,3.0037E+20,167819541,48245,1.6782E+13,Street,0,0,"CO48245, CS4893385, DB4822320, SB0000121044, SB0000121045, SB0000121046, SB0000121047, ZI77705",29.793814,-94.228254,,70,LIVESTOCK,Agricultural,LIVESTOCK,0,10/11/2018,10/25/2018
